,sentence,text,_sentence_text,aspect_cat
283,GB-116_sample_English_18.txt_12834-13083,swine,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",FAUNA
284,GB-116_sample_English_18.txt_12834-13083,goats,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",FAUNA
285,GB-116_sample_English_18.txt_12834-13083,fowls,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",FAUNA
286,GB-116_sample_English_18.txt_12834-13083,domestic animals,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",FAUNA
287,GB-116_sample_English_18.txt_13084-13149,cattle,"The cattle are very fine , and the cows yield abundance of milk .",FAUNA
288,GB-116_sample_English_18.txt_13084-13149,cows,"The cattle are very fine , and the cows yield abundance of milk .",FAUNA
289,GB-116_sample_English_18.txt_13150-13381,horses,"The horses are driven , in the day-time , into the prairie , guarded and exercised by armed men , and , in the evening , brought back into the quadrangle of the fort , where the greater part of them pass the night in the open air .",FAUNA
290,GB-116_sample_English_18.txt_15558-15783,Wild beasts,"Wild beasts and other animals , whose skins are valuable in the fur trade , have already diminished greatly in number along this river , and it is said that , in another ten years , the fur trade will be very inconsiderable .",FAUNA
291,GB-116_sample_English_18.txt_15558-15783,animals,"Wild beasts and other animals , whose skins are valuable in the fur trade , have already diminished greatly in number along this river , and it is said that , in another ten years , the fur trade will be very inconsiderable .",FAUNA
292,GB-116_sample_English_18.txt_15970-16629,beaver,"Above 500 of their agents are in the forts of the Upper Missouri , and at their various trading posts ; and , besides these individuals , who receive considerable salaries ( for it is said that the Company yearly expend 150,000 dollars in salaries ) , there are in these prairies , and the forests of the Rocky Mountains , beaver and fur trappers , who live at their own cost ; but whose present wants , such as horses , guns , powder , ball , woollen cloths , articles of clothing , tobacco , & c. & c. , are supplied by the Company , and the scores settled , after the hunting season is over , by the furs which they deliver at the different trading posts .",FAUNA
293,GB-116_sample_English_18.txt_15970-16629,horses,"Above 500 of their agents are in the forts of the Upper Missouri , and at their various trading posts ; and , besides these individuals , who receive considerable salaries ( for it is said that the Company yearly expend 150,000 dollars in salaries ) , there are in these prairies , and the forests of the Rocky Mountains , beaver and fur trappers , who live at their own cost ; but whose present wants , such as horses , guns , powder , ball , woollen cloths , articles of clothing , tobacco , & c. & c. , are supplied by the Company , and the scores settled , after the hunting season is over , by the furs which they deliver at the different trading posts .",FAUNA
294,GB-116_sample_English_18.txt_16869-17245,pack-horses,"During the summer , the Company send out , under the direction of an experienced clerk , a number of strong , well-armed , mounted men , who convey the necessary goods and supplies , on pack-horses , to the trading stations , at a distance from the river ; they always observe and enforce the required conditions of the Indians , and not unfrequently come to blows with them .",FAUNA
295,GB-116_sample_English_18.txt_17826-18140,beavers,"In the autumn and winter the Indian tribes generally approach nearer to these posts , to barter their skins ; while in the spring and summer they devote themselves especially to catching beavers , for which they receive every encouragement from the merchants , who lend or advance them iron traps for the purpose .",FAUNA
296,GB-116_sample_English_18.txt_18141-18318,animals,"The animals , whose skins are objects of this trade , and the annual average of the income derived from skins , may be pretty well ascertained from the following statement : 1 .",FAUNA
297,GB-116_sample_English_18.txt_18319-18349,Beavers,"Beavers : about 25,000 skins .",FAUNA
298,GB-116_sample_English_18.txt_18555-18618,beaver skin,A large beaver skin weighs about two pounds -- sometimes more .,FAUNA
299,GB-116_sample_English_18.txt_18686-18717,Otters,Otters : 200 to 300 skins . 3 .,FAUNA
300,GB-116_sample_English_18.txt_18718-18756,Buffalo cow skins,"Buffalo cow skins : 40,000 to 50,000 .",FAUNA
301,GB-116_sample_English_18.txt_18757-18795,buffalo,Ten buffalo hides go to the pack . 4 .,FAUNA
302,GB-116_sample_English_18.txt_18796-18856,Canadian weasel,Canadian weasel ( _Musetela Canadensis_ ) : 500 to 600 . 5 .,FAUNA
303,GB-116_sample_English_18.txt_18796-18856,Musetela Canadensis,Canadian weasel ( _Musetela Canadensis_ ) : 500 to 600 . 5 .,FAUNA
304,GB-116_sample_English_18.txt_18857-18920,Martin,Martin ( pine or beech martin ) : about the same quantity . 6 .,FAUNA
305,GB-116_sample_English_18.txt_18857-18920,beech martin,Martin ( pine or beech martin ) : about the same quantity . 6 .,FAUNA
306,GB-116_sample_English_18.txt_18921-18991,Lynx,"Lynx ; the northern lynx ( _Felis Canadensis_ ) : 1,000 to 2,000 . 7 .",FAUNA
307,GB-116_sample_English_18.txt_18921-18991,northern lynx,"Lynx ; the northern lynx ( _Felis Canadensis_ ) : 1,000 to 2,000 . 7 .",FAUNA
308,GB-116_sample_English_18.txt_18921-18991,Felis Canadensis,"Lynx ; the northern lynx ( _Felis Canadensis_ ) : 1,000 to 2,000 . 7 .",FAUNA
309,GB-116_sample_English_18.txt_18992-19054,Lynx,Lynx ; the southern or wild cat ( _Felis rufa_ ) : ditto . 8 .,FAUNA
310,GB-116_sample_English_18.txt_18992-19054,wild cat,Lynx ; the southern or wild cat ( _Felis rufa_ ) : ditto . 8 .,FAUNA
311,GB-116_sample_English_18.txt_18992-19054,Felis rufa,Lynx ; the southern or wild cat ( _Felis rufa_ ) : ditto . 8 .,FAUNA
312,GB-116_sample_English_18.txt_19055-19097,Red foxes,"Red foxes ( _Canis fulvus_ ) : 2,000 . 9 .",FAUNA
313,GB-116_sample_English_18.txt_19055-19097,Canis fulvus,"Red foxes ( _Canis fulvus_ ) : 2,000 . 9 .",FAUNA
314,GB-116_sample_English_18.txt_19098-19129,Cross foxes,Cross foxes : 200 to 300 . 10 .,FAUNA
315,GB-116_sample_English_18.txt_19130-19163,Silver foxes,Silver foxes : twenty to thirty .,FAUNA
316,GB-116_sample_English_18.txt_19218-19258,Minks,"Minks ( _Mustela vison_ ) : 2,000 . 12 .",FAUNA
317,GB-116_sample_English_18.txt_19218-19258,Mustela vison,"Minks ( _Mustela vison_ ) : 2,000 . 12 .",FAUNA
318,GB-116_sample_English_18.txt_19259-19502,Musk-rats,"Musk-rats ( _Ondathra_ ) : from 1,000 to 100,000 . [ 358 ] According to Captain Back , half a million of these skins are annually imported into London , as this animal is found in equal abundance as far as the coasts of the Frozen Ocean . 13 .",FAUNA
319,GB-116_sample_English_18.txt_19259-19502,_Ondathra_,"Musk-rats ( _Ondathra_ ) : from 1,000 to 100,000 . [ 358 ] According to Captain Back , half a million of these skins are annually imported into London , as this animal is found in equal abundance as far as the coasts of the Frozen Ocean . 13 .",FAUNA
320,GB-116_sample_English_18.txt_19259-19502,animal,"Musk-rats ( _Ondathra_ ) : from 1,000 to 100,000 . [ 358 ] According to Captain Back , half a million of these skins are annually imported into London , as this animal is found in equal abundance as far as the coasts of the Frozen Ocean . 13 .",FAUNA
321,GB-116_sample_English_18.txt_19503-19573,Deer,"Deer ( _Cervus Virginianus_ and _macrotis_ ) : from 20,000 to 30,000 .",FAUNA
322,GB-116_sample_English_18.txt_19503-19573,Cervus Virginianus,"Deer ( _Cervus Virginianus_ and _macrotis_ ) : from 20,000 to 30,000 .",FAUNA
323,GB-116_sample_English_18.txt_19503-19573,_macrotis_,"Deer ( _Cervus Virginianus_ and _macrotis_ ) : from 20,000 to 30,000 .",FAUNA
324,GB-116_sample_English_18.txt_19851-20027,Cervus Canadensis,"The elk ( _Cervus Canadensis_ , or _major_ ) , is not properly comprehended in the trade , as its skin is too thick and heavy , and is , therefore , used for home consumption .",FAUNA
325,GB-116_sample_English_18.txt_20028-20140,buffalo,"The buffalo skin is taken , as before observed , from the cows only , as the leather of the bulls is too heavy .",FAUNA
