source_file,text,_sentence_text,annotation
GB-104_sample_English_20.txt,promise,"For them , as for so many others of every race and tongue , this far-away land was the land of their dreams ; the land of the true where they could live anew ; where the song birds dwell ; the land of promise , and also of fulfillment , of hitherto crushed hopes and thwarted aspirations .",4
GB-104_sample_English_20.txt,fulfillment,"For them , as for so many others of every race and tongue , this far-away land was the land of their dreams ; the land of the true where they could live anew ; where the song birds dwell ; the land of promise , and also of fulfillment , of hitherto crushed hopes and thwarted aspirations .",4
GB-104_sample_English_20.txt,hitherto crushed hopes and thwarted aspirations,"For them , as for so many others of every race and tongue , this far-away land was the land of their dreams ; the land of the true where they could live anew ; where the song birds dwell ; the land of promise , and also of fulfillment , of hitherto crushed hopes and thwarted aspirations .",2
GB-104_sample_English_20.txt,awful throng,"It happened in the awful throng and confusion of Castle Garden , the old landing place of immigrants at New York City .",1
GB-104_sample_English_20.txt,confusion,"It happened in the awful throng and confusion of Castle Garden , the old landing place of immigrants at New York City .",2
GB-104_sample_English_20.txt,vast spaces,"But in the noise and confusion of embarking on certain transports taking us to the railway on the main land , she seems to have lost her head as well as her charge , and I recall that I found myself wandering alone among the vast spaces of Castle Garden and the docks .",3
GB-104_sample_English_20.txt,most important,So it was then the most important city in the Dakotas and had been decidedly so before that time .,4
GB-104_sample_English_20.txt,new,"Next day friends of the party , who had immigrated some ten years before , came with teams and wagons to help these newer comers to get on the land and make their start in the new and , to these people , strange land .",3
GB-104_sample_English_20.txt,strange land,"Next day friends of the party , who had immigrated some ten years before , came with teams and wagons to help these newer comers to get on the land and make their start in the new and , to these people , strange land .",2
GB-104_sample_English_20.txt,very different country,For this was indeed a very different country from the one they had left and even from the picture many of them had had in mind .,3
GB-104_sample_English_20.txt,considerable merriment,"Darkness soon overtook the travelers and the following circumstance created considerable merriment for the hosts , at least .",4
GB-104_sample_English_20.txt,far stretching,But back of the creek bottom where these earliest homesteaders had located was the far stretching open prairie -- a sea of waving grass -- with a lonely dug-out only here and there and vast stretches of '' no man 's land '' between .,3
GB-104_sample_English_20.txt,lonely,But back of the creek bottom where these earliest homesteaders had located was the far stretching open prairie -- a sea of waving grass -- with a lonely dug-out only here and there and vast stretches of '' no man 's land '' between .,2
GB-104_sample_English_20.txt,endless,"There were no regular highways , only some trails winding their way over the endless grass , in some general direction , but with many crooks and turns to avoid a hill , ravine or slough .",3
GB-104_sample_English_20.txt,very numerous and of considerable size and depth in those days,"These sloughs , or small lakes , were very numerous and of considerable size and depth in those days .",3
GB-104_sample_English_20.txt,best travelled,The best travelled of the trails in the part of the country we are describing was the old territorial trail called the Sioux Falls Road .,4
GB-104_sample_English_20.txt,determined entirely,"Thus the fields of early days were not laid out with any reference to north or south , but their direction was determined entirely by the hills and valleys .",2
GB-104_sample_English_20.txt,determined by the oxen themselves more than by the driver,The little breaking which was done was done with oxen and sometimes the direction of the field to be was determined by the oxen themselves more than by the driver .,2
GB-104_sample_English_20.txt,more advanced,The sod house was a more advanced and perhaps more stylish dwelling .,4
GB-104_sample_English_20.txt,more stylish,The sod house was a more advanced and perhaps more stylish dwelling .,4
GB-104_sample_English_20.txt,comfortable and sightly,These mud houses were at times whitewashed and were both comfortable and sightly .,4
GB-104_sample_English_20.txt,not so bad,As for comfort in the cold winter the dug-out and sod house were not so bad when properly built .,3
GB-104_sample_English_20.txt,temporary hole in the ground to preserve life,"They were , after all , a temporary hole in the ground to preserve life until houses could be had .",2
GB-104_sample_English_20.txt,luxury,"A house made of lumber was a luxury which many an early settler had to look forward to for many a hard , long year , and often he had to die in the dug-out or sod shanty .",4
GB-104_sample_English_20.txt,had to look forward to,"A house made of lumber was a luxury which many an early settler had to look forward to for many a hard , long year , and often he had to die in the dug-out or sod shanty .",2
GB-104_sample_English_20.txt,often he had to die in the dug-out or sod shanty,"A house made of lumber was a luxury which many an early settler had to look forward to for many a hard , long year , and often he had to die in the dug-out or sod shanty .",1
GB-104_sample_English_20.txt,class of the most well-to-do,This type of house put one in the class of the most well-to-do ; and such a habitation was the hope and dream of years for many a pilgrim mother of those days .,5
GB-104_sample_English_20.txt,hope and dream,This type of house put one in the class of the most well-to-do ; and such a habitation was the hope and dream of years for many a pilgrim mother of those days .,5
